canonical_song_id,canonical_title,canonical_artist,canonical_entry_count,alias_song_title,alias_artist,alias_entry_count,week_count,first_chart_date,last_chart_date
2483,Snoop Dogg (What's My Name pt. II),Snoop Dogg,12,Snoop Dogg (What's My Name pt. II),Snoop Dogg,7,7,2005-03-08,2017-05-09
2483,Snoop Dogg (What's My Name pt. II),Snoop Dogg,12,Snoop Dogg (What's My Name Pt. II),Snoop Dogg,5,5,2004-02-03,2019-04-02
2822,Theme of Sagat & Ryu (Street Fighter Alpha 2),Setsuo Yamamoto; Syun Nishigaki; Tatsuro Suzuki,12,Theme of Sagat & Ryu (Street Fighter Alpha 2),Setsuo Yamamoto; Syun Nishigaki; Tatsuro Suzuki,11,11,2006-07-11,2018-04-24
2822,Theme of Sagat & Ryu (Street Fighter Alpha 2),Setsuo Yamamoto; Syun Nishigaki; Tatsuro Suzuki,12,Theme of Sagat & Ryu (Street Fighter Alpha 2),Setsuo Yamamoto/Syun Nishigaki/Tatsuro Suzuki,1,1,2018-03-06,2018-03-06
3053,Weekend Girl,S.O.S Band,12,Weekend Girl,S.O.S Band,10,10,2009-01-20,2010-07-06
3053,Weekend Girl,S.O.S Band,12,Weekend Girl,S.O.S. Band,2,2,2010-07-13,2010-07-20
3147,Wishing,DJ Drama feat. Chris Brown; Skeme; Lyquin,12,Wishing,DJ Drama feat. Chris Brown; Skeme; Lyquin,11,11,2017-04-04,2017-06-20
3147,Wishing,DJ Drama feat. Chris Brown; Skeme; Lyquin,12,Wishing,"DJ Drama feat. Chris Brown, Skeme; Lyquin",1,1,2017-04-25,2017-04-25
88,Ain't Gonna Hurt Nobody,Kid 'n Play,11,Ain't Gonna Hurt Nobody,Kid 'n Play,7,7,2018-11-06,2018-12-18
88,Ain't Gonna Hurt Nobody,Kid 'n Play,11,Ain't Gonna Hurt Nobody,Kid n' Play,4,4,2007-05-22,2007-06-12
273,Beez in the Trap,Nicki Minaj feat. 2 Chainz,11,Beez in the Trap,Nicki Minaj feat. 2 Chainz,10,10,2012-05-08,2012-07-24
273,Beez in the Trap,Nicki Minaj feat. 2 Chainz,11,Beez In the Trap,Nicki Minaj feat. 2 Chainz,1,1,2012-05-29,2012-05-29
364,Breathe In Breathe Out,Kanye West feat. Ludacris,11,Breathe In Breathe Out,Kanye West feat. Ludacris,7,7,2004-02-17,2004-12-07
364,Breathe In Breathe Out,Kanye West feat. Ludacris,11,"Breathe In, Breathe Out",Kanye West feat. Ludacris,4,4,2004-03-02,2004-11-23
695,Don't Rush the Night,Aaron Hall,11,Don't Rush the Night,Aaron Hall,8,8,2013-11-19,2014-11-11
695,Don't Rush the Night,Aaron Hall,11,Don't Rush The Night,Aaron Hall,3,3,2013-10-29,2013-11-12
1628,Living With a Hernia,"""Weird Al"" Yankovic",11,Living With a Hernia,"""Weird Al"" Yankovic",10,10,2023-01-03,2023-03-07
1628,Living With a Hernia,"""Weird Al"" Yankovic",11,Living With A Hernia,"""Weird Al"" Yankovic",1,1,2022-12-27,2022-12-27
2112,Pop That P--sy,2 Live Crew,11,Pop That P--sy,2 Live Crew,6,6,2017-05-16,2017-07-04
2112,Pop That P--sy,2 Live Crew,11,Pop That P-sy,2 Live Crew,5,5,2017-05-09,2017-08-01
2116,Poppin,Rico Richie,11,Poppin,Rico Richie,7,7,2019-04-23,2019-08-13
2116,Poppin,Rico Richie,11,Poppin',Rico Richie,4,4,2019-03-26,2019-04-16
2357,"Sex, Money & Murder from Juice",MC Pooh,11,"Sex, Money & Murder from Juice",MC Pooh,7,7,2021-06-29,2021-08-17
2357,"Sex, Money & Murder from Juice",MC Pooh,11,"Sex, Money & Murder From Juice",MC Pooh,4,4,2021-06-15,2021-08-24
2700,Tell Me (Remix),Bobby V feat. Lil Wayne,11,Tell Me (Remix),Bobby V feat. Lil Wayne,7,7,2005-08-30,2005-11-08
2700,Tell Me (Remix),Bobby V feat. Lil Wayne,11,Tell Me (Remix),Bobby V feat. Lil' Wayne,4,4,2006-01-10,2006-01-31
3167,Word to tha D,AMG,11,Word to tha D,AMG,8,8,2007-04-24,2007-06-12
3167,Word to tha D,AMG,11,Word to Tha D,AMG,3,3,2012-01-10,2012-01-24
63,A Milli,Lil Wayne,10,A Milli,Lil Wayne,6,6,2008-07-08,2008-12-02
63,A Milli,Lil Wayne,10,A Milli,Lil' Wayne,4,4,2008-11-04,2008-11-25
325,Body Aint Me,Pink Sweat$,10,Body Aint Me,Pink Sweat$,7,7,2019-07-02,2019-08-13
325,Body Aint Me,Pink Sweat$,10,Body Ain't Me,Pink Sweat$,3,3,2019-06-25,2020-01-14
771,Everybody Wants to Rule the World,Tears for Fears,10,Everybody Wants to Rule the World,Tears for Fears,7,7,2021-10-26,2021-12-07
771,Everybody Wants to Rule the World,Tears for Fears,10,Everybody Wants To Rule the World,Tears for Fears,3,3,2021-08-31,2022-02-22
1162,How Can I Love U 2Nite,Sisqò,10,How Can I Love U 2Nite,Sisqò,8,8,2003-12-23,2004-12-14
1162,How Can I Love U 2Nite,Sisqò,10,How Can I Love U 2Nite,Sisqo,2,2,2003-12-09,2003-12-16
1605,Life Is… Too Short,Too $hort,10,Life Is… Too Short,Too $hort,9,9,2005-02-15,2005-04-19
1605,Life Is… Too Short,Too $hort,10,Life Is... Too Short,Too $hort,1,1,2018-01-30,2018-01-30
1640,Look Back at Me,Trina feat. Killer Mike,10,Look Back at Me,Trina feat. Killer Mike,9,9,2013-01-15,2013-04-16
1640,Look Back at Me,Trina feat. Killer Mike,10,Look Back At Me,Trina feat. Killer Mike,1,1,2013-02-26,2013-02-26
1935,Not the One Blues,Burnshee Thornside,10,Not the One Blues,Burnshee Thornside,8,8,2007-08-14,2007-10-02
1935,Not the One Blues,Burnshee Thornside,10,Not The One Blues,Burnshee Thornside,2,2,2017-04-04,2017-04-11
2133,Proof Is In the Pudding,Nuttin' Nyce,10,Proof Is In the Pudding,Nuttin' Nyce,9,9,2013-12-17,2014-02-18
2133,Proof Is In the Pudding,Nuttin' Nyce,10,Proof Is In The Pudding,Nuttin' Nyce,1,1,2014-01-28,2014-01-28
2690,Teach Me How to Dougie,Cali Swag District,10,Teach Me How to Dougie,Cali Swag District,7,7,2013-01-01,2021-10-19
2690,Teach Me How to Dougie,Cali Swag District,10,Teach Me How To Dougie,Cali Swag District,3,3,2012-12-25,2018-01-23
3034,Ways to Treat a Woman,H-Town,10,Ways to Treat a Woman,H-Town,9,9,2011-01-25,2011-04-19
3034,Ways to Treat a Woman,H-Town,10,Ways to Treat A Woman,H-Town,1,1,2011-02-22,2011-02-22
3036,We Are Young,Fun. feat. Janelle Monae,10,We Are Young,Fun. feat. Janelle Monae,9,9,2013-04-30,2013-10-22
3036,We Are Young,Fun. feat. Janelle Monae,10,We Are Young,fun. feat. Janelle Monáe,1,1,2019-08-13,2019-08-13
491,CHERRY SORBET,DIXSON feat. Sevyn Streeter,9,CHERRY SORBET,DIXSON feat. Sevyn Streeter,8,8,2022-09-06,2022-10-25
491,CHERRY SORBET,DIXSON feat. Sevyn Streeter,9,CHERRY SORBET,Dixson feat. Sevyn Streeter,1,1,2022-08-30,2022-08-30
530,Come For Me (Unlocked),Alicia Keys feat. Khalid; Lucky Daye,9,Come For Me (Unlocked),Alicia Keys feat. Khalid; Lucky Daye,8,8,2023-05-30,2023-08-22
530,Come For Me (Unlocked),Alicia Keys feat. Khalid; Lucky Daye,9,Come for Me (Unlocked),Alicia Keys feat. Khalid; Lucky Daye,1,1,2023-05-23,2023-05-23
812,Feel the Funk,Immature,9,Feel the Funk,Immature,7,7,2006-08-15,2006-09-26
812,Feel the Funk,Immature,9,Feel The Funk,Immature,2,2,2006-10-03,2006-10-10
1314,If I Ruled The World,Nas feat. Lauryn Hill,9,If I Ruled The World,Nas feat. Lauryn Hill,7,7,2013-09-17,2013-11-05
1314,If I Ruled The World,Nas feat. Lauryn Hill,9,If I Ruled the World,Nas feat. Lauryn Hill,2,2,2013-10-01,2016-01-19
1396,Insane In the Brain,Cypress Hill,9,Insane In the Brain,Cypress Hill,7,7,2016-05-03,2016-06-28
1396,Insane In the Brain,Cypress Hill,9,Insane in the Brain,Cypress Hill,2,2,2016-05-31,2016-06-07
1401,Instant OC ReMix,Instant Remedy,9,Instant OC ReMix,Instant Remedy,8,8,2004-12-14,2005-03-01
1401,Instant OC ReMix,Instant Remedy,9,Instant OC Remix,Instant Remedy,1,1,2004-12-07,2004-12-07
2148,Push up on Your Body,H-Town,9,Push up on Your Body,H-Town,6,6,2016-10-25,2016-11-29
2148,Push up on Your Body,H-Town,9,Push Up on Your Body,H-Town,3,3,2016-10-18,2017-12-26
248,Be Thankful For What You Got,William Devaughn,8,Be Thankful For What You Got,William Devaughn,7,7,2023-09-12,2023-10-31
248,Be Thankful For What You Got,William Devaughn,8,Be Thankful For What You Got,William DeVaughn,1,1,2023-09-05,2023-09-05
641,Dirt off Your Shoulder,Jay-Z,8,Dirt off Your Shoulder,Jay-Z,6,6,2004-04-27,2010-03-16
641,Dirt off Your Shoulder,Jay-Z,8,Dirt Off Your Shoulder,Jay-Z,2,2,2018-05-22,2018-05-29
1936,Not Tonight (Ladies Night Remix),"Lil Kim feat. Angie Martinez; Lisa ""Left Eye"" Lopes; Da Brat; Missy Elliott",8,Not Tonight (Ladies Night Remix),"Lil Kim feat. Angie Martinez; Lisa ""Left Eye"" Lopes; Da Brat; Missy Elliott",4,4,2008-10-14,2009-03-17
1936,Not Tonight (Ladies Night Remix),"Lil Kim feat. Angie Martinez; Lisa ""Left Eye"" Lopes; Da Brat; Missy Elliott",8,Not Tonight (Ladies Night Remix),"Lil' Kim feat. Angie Martinez; Lisa ""Left Eye"" Lopes; Da Brat; Missy Elliott",4,4,2008-09-09,2008-09-30
2142,Pumps and A Bump,MC Hammer,8,Pumps and A Bump,MC Hammer,7,7,2004-05-18,2004-06-29
2142,Pumps and A Bump,MC Hammer,8,Pumps and a Bump,MC Hammer,1,1,2010-12-28,2010-12-28
2389,Sherane a.k.a Master Splinter's Daughter,Kendrick Lamar,8,Sherane a.k.a Master Splinter's Daughter,Kendrick Lamar,6,6,2015-03-17,2015-04-28
2389,Sherane a.k.a Master Splinter's Daughter,Kendrick Lamar,8,Sherane a.k.a. Master Splinter's Daughter,Kendrick Lamar,2,2,2015-03-10,2015-04-14
2448,Slither,Pieces of A Dream,8,Slither,Pieces of A Dream,7,7,2005-06-07,2017-02-28
2448,Slither,Pieces of A Dream,8,Slither,Pieces of a Dream,1,1,2006-12-26,2006-12-26
3027,Watch Me (Whip / Nae Nae),Silentó,8,Watch Me (Whip / Nae Nae),Silentó,5,5,2015-09-22,2015-10-20
3027,Watch Me (Whip / Nae Nae),Silentó,8,Watch Me (Whip / Nae Nae),Silentò,3,3,2016-10-18,2016-11-01
3213,You Sure Love To Ball,Marvin Gaye,8,You Sure Love To Ball,Marvin Gaye,7,7,2010-08-03,2010-09-14
3213,You Sure Love To Ball,Marvin Gaye,8,You Sure Love to Ball,Marvin Gaye,1,1,2013-01-15,2013-01-15
992,Go Home and Be A Family Man OC ReMix,Norrin Radd,7,Go Home and Be A Family Man OC ReMix,Norrin Radd,4,4,2004-12-14,2013-12-17
992,Go Home and Be A Family Man OC ReMix,Norrin Radd,7,Go Home And Be A Family Man OC ReMix,Norrin Radd,3,3,2013-11-19,2013-12-10
1054,Guardian of Light,Shinji Hosoe; Ayako Saso; Takayuki Aihara,7,Guardian of Light,Shinji Hosoe; Ayako Saso; Takayuki Aihara,4,4,2017-09-12,2018-05-01
1054,Guardian of Light,Shinji Hosoe; Ayako Saso; Takayuki Aihara,7,Guardian of Light,"Shinji Hosoe, Ayako Saso, Takayuki Aihara",3,3,2011-12-20,2025-02-25
1795,More Bounce to the Ounce,Zapp & Roger,7,More Bounce to the Ounce,Zapp & Roger,5,5,2013-11-19,2013-12-17
1795,More Bounce to the Ounce,Zapp & Roger,7,More Bounce To The Ounce,Zapp & Roger,2,2,2013-11-05,2013-12-31
1930,None of Ur Friends Business,Ginuwine,7,None of Ur Friends Business,Ginuwine,6,6,2011-06-28,2017-07-11
1930,None of Ur Friends Business,Ginuwine,7,None Of Ur Friends Business,Ginuwine,1,1,2016-05-03,2016-05-03
2740,The Boss from Black Caesar,James Brown,7,The Boss from Black Caesar,James Brown,6,6,2021-03-23,2021-04-27
2740,The Boss from Black Caesar,James Brown,7,"The Boss - from ""Black Caesar""",James Brown,1,1,2025-09-16,2025-09-16
2815,Theme of Jacky,Mitsu Nakamura; Hashimoto Yoshi,7,Theme of Jacky,Mitsu Nakamura; Hashimoto Yoshi,6,6,2016-09-06,2020-10-11
2815,Theme of Jacky,Mitsu Nakamura; Hashimoto Yoshi,7,Theme of Jacky,Mitsu Nakamura/Hashimoto Yoshi,1,1,2016-09-13,2016-09-13
2825,Theme of Sarah,Mitsu Nakamura; Hashimoto Yoshi,7,Theme of Sarah,Mitsu Nakamura; Hashimoto Yoshi,5,5,2016-09-06,2020-10-11
2825,Theme of Sarah,Mitsu Nakamura; Hashimoto Yoshi,7,Theme of Sarah,Mitsu Nakamura/Hashimoto Yoshi,2,2,2016-09-13,2016-10-04
3071,What Happened to That Boy,Baby feat. Clipse,7,What Happened to That Boy,Baby feat. Clipse,6,6,2003-07-01,2006-10-10
3071,What Happened to That Boy,Baby feat. Clipse,7,What Happened to that Boy,Baby feat. Clipse,1,1,2006-09-26,2006-09-26
3113,Where The Hood At,DMX,7,Where The Hood At,DMX,5,5,2013-07-02,2019-09-10
3113,Where The Hood At,DMX,7,Where the Hood At,DMX,2,2,2013-06-25,2013-07-23
78,Addicted,Sisqó,6,Addicted,Sisqó,5,5,2019-04-16,2019-05-14
78,Addicted,Sisqó,6,Addicted,Sisqò,1,1,2019-04-09,2019-04-09
517,Coffee Pot (It's Time For The Percolator),Cajmere,6,Coffee Pot (It's Time For The Percolator),Cajmere,4,4,2020-04-28,2020-06-02
517,Coffee Pot (It's Time For The Percolator),Cajmere,6,Coffee Pot (It's Time for the Percolator),Cajmere,2,2,2004-07-27,2004-08-03
1083,Heart On Ice,Rod Wave,6,Heart On Ice,Rod Wave,4,4,2024-09-24,2024-10-15
1083,Heart On Ice,Rod Wave,6,Heart on Ice,Rod Wave,2,2,2024-09-10,2024-09-17
1133,Holla At Me,DJ Khaled feat. Lil Wayne; Paul Wall; Fat Joe; Rick Ross; Pitbull,6,Holla At Me,DJ Khaled feat. Lil Wayne; Paul Wall; Fat Joe; Rick Ross; Pitbull,5,5,2006-06-06,2006-07-04
1133,Holla At Me,DJ Khaled feat. Lil Wayne; Paul Wall; Fat Joe; Rick Ross; Pitbull,6,Holla At Me,DJ Khaled feat. Lil' Wayne; Paul Wall; Fat Joe; Rick Ross; Pitbull,1,1,2006-07-11,2006-07-11
1153,Hot Sex Pt. 2,Busta Rhymes,6,Hot Sex Pt. 2,Busta Rhymes,4,4,2022-12-06,2022-12-27
1153,Hot Sex Pt. 2,Busta Rhymes,6,"Hot Sex, Pt. 2",Busta Rhymes,2,2,2022-11-22,2022-11-29
1755,Memories Back Then,"T.I., B.o.B., Kendrick Lamar feat. Kris Stephens",6,Memories Back Then,"T.I., B.o.B., Kendrick Lamar feat. Kris Stephens",3,3,2019-01-01,2019-01-15
1755,Memories Back Then,"T.I., B.o.B., Kendrick Lamar feat. Kris Stephens",6,Memories Back Then,T.I.; B.o.B.; Kendrick Lamar feat. Kris Stephens,3,3,2018-12-11,2018-12-25
39,4 5 6,Solè feat. JT Money; Kandi,5,4 5 6,Solè feat. JT Money; Kandi,3,3,2004-02-10,2004-02-24
39,4 5 6,Solè feat. JT Money; Kandi,5,"4,5,6",Solè feat. JT Money; Kandi,2,2,2004-06-22,2004-06-29
924,Genie In A Bottle,Christina Aguilera,5,Genie In A Bottle,Christina Aguilera,3,3,2017-12-26,2018-01-09
924,Genie In A Bottle,Christina Aguilera,5,Genie In a Bottle,Christina Aguilera,2,2,2013-02-26,2013-03-05
1115,High Powered,Dr. Dre; The Lady of Rage; RBX,5,High Powered,Dr. Dre; The Lady of Rage; RBX,3,3,2020-07-21,2020-12-08
1115,High Powered,Dr. Dre; The Lady of Rage; RBX,5,High Powered,"Dr. Dre, The Lady of Rage, RBX",2,2,2020-07-28,2020-08-04
1925,Nobody Wins,Jodeci feat. B.o.B.,5,Nobody Wins,Jodeci feat. B.o.B.,4,4,2014-12-23,2015-01-20
1925,Nobody Wins,Jodeci feat. B.o.B.,5,Nobody Wins,Jodeci featuring B.o.B.,1,1,2015-01-13,2015-01-13
1955,NWO Wolfpack Theme,WCW,5,NWO Wolfpack Theme,WCW,3,3,2004-02-10,2004-02-24
1955,NWO Wolfpack Theme,WCW,5,nWo Wolfpack Theme,WCW,2,2,2004-03-02,2004-03-09
2232,Ricochet,Ice-T,5,Ricochet,Ice-T,4,4,2005-12-20,2008-02-26
2232,Ricochet,Ice-T,5,Ricochet,Ice T,1,1,2006-10-03,2006-10-03
2656,T-Shirt and Panties,Adina Howard feat. Jamie Foxx,5,T-Shirt and Panties,Adina Howard feat. Jamie Foxx,4,4,2004-03-23,2004-08-10
2656,T-Shirt and Panties,Adina Howard feat. Jamie Foxx,5,T-Shirt and Panties,Adina Howard f/Jamie Foxx,1,1,2004-03-16,2004-03-16
3043,We Got,Ludacris feat. I-20; Chingy; Tity Boi,5,We Got,Ludacris feat. I-20; Chingy; Tity Boi,4,4,2006-03-07,2006-04-04
3043,We Got,Ludacris feat. I-20; Chingy; Tity Boi,5,We Got,"Ludacris feat. I-20, Chingy; Tity Boi",1,1,2006-03-14,2006-03-14
3229,You've Lost That Lovin' Feelin',The Righteous Brothers,5,You've Lost That Lovin' Feelin',The Righteous Brothers,4,4,2004-02-03,2011-03-08
3229,You've Lost That Lovin' Feelin',The Righteous Brothers,5,You've Lost that Lovin' Feelin',The Righteous Brothers,1,1,2011-03-15,2011-03-15
251,Beach Ball,Busta Rhymes feat. BIA,4,Beach Ball,Busta Rhymes feat. BIA,3,3,2023-07-04,2023-07-25
251,Beach Ball,Busta Rhymes feat. BIA,4,BEACH BALL,Busta Rhymes feat. BIA,1,1,2023-07-11,2023-07-11
804,Fee Fi Foe,K-Ci and JoJo,4,Fee Fi Foe,K-Ci & JoJo,2,2,2004-06-22,2004-06-29
804,Fee Fi Foe,K-Ci and JoJo,4,Fee Fi Foe,K-Ci and JoJo,2,2,2004-07-06,2004-07-13
1178,How to Love,Lil' Wayne,4,How to Love,Lil' Wayne,3,3,2011-08-23,2011-09-06
1178,How to Love,Lil' Wayne,4,How to Love,Lil Wayne,1,1,2011-07-26,2011-07-26
1495,Keep It Right There (Remix),Changing Faces feat. Devante Swing,4,Keep It Right There (Remix),Changing Faces feat. Devante Swing,3,3,2006-09-05,2006-09-19
1495,Keep It Right There (Remix),Changing Faces feat. Devante Swing,4,Keep It Right There (Remix),Changing Faces feat. DeVante Swing,1,1,2004-02-24,2004-02-24
2750,The First Noel,*Nsync,4,The First Noel,*NSync,2,2,2005-12-06,2005-12-13
2750,The First Noel,*Nsync,4,The First Noel,*Nsync,2,2,2005-12-20,2005-12-27
2832,There U Go (from Boomerang),Johnny Gill,4,There U Go (from Boomerang),Johnny Gill,3,3,2013-10-08,2013-11-12
2832,There U Go (from Boomerang),Johnny Gill,4,"There U Go - from ""Boomerang""",Johnny Gill,1,1,2025-12-30,2025-12-30
2891,Too Legit to Quit,Hammer,4,Too Legit to Quit,Hammer,3,3,2013-08-06,2013-08-20
2891,Too Legit to Quit,Hammer,4,Too Legit To Quit,Hammer,1,1,2013-08-27,2013-08-27
3095,What's Love Got to Do With It?,Tina Turner,4,What's Love Got to Do With It?,Tina Turner,3,3,2023-06-06,2023-06-20
3095,What's Love Got to Do With It?,Tina Turner,4,What's Love Got to Do With It,Tina Turner,1,1,2023-05-30,2023-05-30
218,Back to Your Place,October London,3,Back to Your Place,October London,2,2,2025-05-06,2025-05-13
218,Back to Your Place,October London,3,Back To Your Place,October London,1,1,2025-04-29,2025-04-29
363,Breathe and Stop,Q-Tip,3,Breathe and Stop,Q-Tip,2,2,2013-04-23,2013-04-30
363,Breathe and Stop,Q-Tip,3,Breathe And Stop,Q-Tip,1,1,2013-05-07,2013-05-07
450,Caribbean Queen (No More Love On The Run),Billy Ocean,3,Caribbean Queen (No More Love On The Run),Billy Ocean,2,2,2026-03-31,2026-04-07
450,Caribbean Queen (No More Love On The Run),Billy Ocean,3,Caribbean Queen (No More Love on the Run),Billy Ocean,1,1,2026-03-24,2026-03-24
686,Don't Fight The Feelin',MC Hammer,3,Don't Fight The Feelin',MC Hammer,2,2,2014-02-25,2014-03-11
686,Don't Fight The Feelin',MC Hammer,3,Don't Fight the Feelin',MC Hammer,1,1,2014-03-04,2014-03-04
778,Everytime Da Beat Drop,Monica feat. Dem Franchize Boyz,3,Everytime Da Beat Drop,Monica feat. Dem Franchize Boyz,2,2,2006-12-19,2006-12-26
778,Everytime Da Beat Drop,Monica feat. Dem Franchize Boyz,3,Everytime da Beat Drop,Monica feat. Dem Franchize Boyz,1,1,2016-08-23,2016-08-23
1353,I'm Not the Only One,Sam Smith,3,I'm Not the Only One,Sam Smith,2,2,2015-03-10,2015-03-24
1353,I'm Not the Only One,Sam Smith,3,I'm Not The Only One,Sam Smith,1,1,2015-03-17,2015-03-17
1389,Incomplete,Sisqò,3,Incomplete,Sisqò,2,2,2008-02-19,2008-02-26
1389,Incomplete,Sisqò,3,Incomplete,Sisqó,1,1,2007-12-11,2007-12-11
2199,Reasons [New Millennium Version],Reel Tight,3,Reasons [New Millennium Version],Reel Tight,2,2,2006-11-07,2006-11-14
2199,Reasons [New Millennium Version],Reel Tight,3,Reasons (New Millennium Version),Reel Tight,1,1,2006-10-31,2006-10-31
2403,Sho Nuff,Tela feat. 8Ball and MJG; Jazze Pha,3,Sho Nuff,Tela feat. 8Ball and MJG; Jazze Pha,2,2,2023-06-27,2023-07-18
2403,Sho Nuff,Tela feat. 8Ball and MJG; Jazze Pha,3,Sho Nuff,Tela feat. 8Ball & MJG; Jazze Pha,1,1,2023-07-11,2023-07-11
2643,Swangin' Glass,Paul Wall feat. Lil' Keke,3,Swangin' Glass,Paul Wall feat. Lil' Keke,2,2,2023-12-19,2023-12-26
2643,Swangin' Glass,Paul Wall feat. Lil' Keke,3,Swangin' Glass,Paul Wall feat. Lil Keke,1,1,2023-12-12,2023-12-12
424,Can You Feel The Love Tonight? (The Lion King),Ernie Sabella; Nathan Lane; Joseph Williams; Sally Dworsky,2,Can You Feel The Love Tonight (The Lion King),Ernie Sabella; Nathan Lane; Joseph Williams; Sally Dworsky,1,1,2014-05-20,2014-05-20
424,Can You Feel The Love Tonight? (The Lion King),Ernie Sabella; Nathan Lane; Joseph Williams; Sally Dworsky,2,Can You Feel The Love Tonight? (The Lion King),Ernie Sabella; Nathan Lane; Joseph Williams; Sally Dworsky,1,1,2014-05-27,2014-05-27
600,Dark Vertigo Battle Arena Toshinden),Yasuhiro Nakano; Makoto Mukai,2,Dark Vertigo (Battle Arena Toshinden),Yasuhiro Nakano; Makoto Mukai,1,1,2017-02-21,2017-02-21
600,Dark Vertigo Battle Arena Toshinden),Yasuhiro Nakano; Makoto Mukai,2,Dark Vertigo Battle Arena Toshinden),Yasuhiro Nakano; Makoto Mukai,1,1,2017-03-07,2017-03-07
1622,Liquor Store in the Sky,BJ The Chicago Kid feat. Freddie Gibbs,2,Liquor Store In The Sky,BJ The Chicago Kid feat. Freddie Gibbs,1,1,2023-06-20,2023-06-20
1622,Liquor Store in the Sky,BJ The Chicago Kid feat. Freddie Gibbs,2,Liquor Store in the Sky,BJ The Chicago Kid feat. Freddie Gibbs,1,1,2023-06-27,2023-06-27
2300,S.E.X.,Lyfe Jennings feat. Lala Brown,2,S.E.X.,Lyfe Jennings feat. LaLa Brown,1,1,2006-07-11,2006-07-11
2300,S.E.X.,Lyfe Jennings feat. Lala Brown,2,S.E.X.,Lyfe Jennings feat. Lala Brown,1,1,2006-10-31,2006-10-31
2391,She's Bangin',Meaku; Banky W,2,She's Bangin',Meaku; Banky W,1,1,2025-05-27,2025-05-27
2391,She's Bangin',Meaku; Banky W,2,She's Bangin',Meaku; Banky W.,1,1,2025-05-20,2025-05-20
2539,Splash Waterfalls (remix),Ludacris feat. Raphael Saadiq,2,Splash Waterfalls (Remix),Ludacris f/Raphael Saadiq,1,1,2004-12-07,2004-12-07
2539,Splash Waterfalls (remix),Ludacris feat. Raphael Saadiq,2,Splash Waterfalls (remix),Ludacris feat. Raphael Saadiq,1,1,2004-12-14,2004-12-14
2614,Successful,Drake feat. Trey Songz; Lil' Wayne,2,Successful,Drake feat. Trey Songz; Lil Wayne,1,1,2009-09-22,2009-09-22
2614,Successful,Drake feat. Trey Songz; Lil' Wayne,2,Successful,Drake feat. Trey Songz; Lil' Wayne,1,1,2009-09-29,2009-09-29
2868,'Til The Morning,Keith Sweat,2,'Til The Morning,Keith Sweat,1,1,2012-06-19,2012-06-19
2868,'Til The Morning,Keith Sweat,2,'Til the Morning,Keith Sweat,1,1,2012-06-12,2012-06-12
